1.0572,1.9981,1.5327,1.4868,1.0786,1.0181,0.75907,1
1.1945,1.4072,1.6031,1.314,0.75275,0.76697,0.89958,1
1.7732,0.9432,1.1797,1.0644,0.87893,1.8947,0.83037,1
3.1676,0.90131,1.7924,0.81375,1.0327,0.82536,1.1009,1
1.2751,1.7876,1.0114,1.2504,1.2174,0.75827,1.0234,1
1.6964,2.7126,0.921,1.5068,1.3476,1.5379,0.8943,1
0.90277,1.4621,1.1489,1.3758,1.1445,0.98044,0.88429,1
1.1831,1.0302,1.1546,0.85243,1.1166,0.88213,1.3306,0
3.1808,1.0611,1.0913,1.4228,1.2622,0.90975,1.2361,1
1.6539,2.6351,1.085,1.0614,1.3603,1.0885,0.91838,1
1.1772,0.78197,0.58522,1.1108,1.1783,0.90882,0.6969,0
0.83779,0.89687,1.169,0.96092,0.92258,1.0516,1.0327,0
1.4986,3.2912,2.0122,0.98626,0.94641,1.169,1.0678,1
1.4075,0.83295,0.69517,1.1694,1.0491,1.017,0.89242,0
1.6481,1.328,1.4879,0.85883,1.3692,1.0184,0.84839,1
1.1135,1.7819,1.2258,1.0161,1.1178,0.80611,1.0364,1
1.0635,0.98581,1.6168,1.6462,1.0317,1.109,0.87292,1
0.84359,0.82819,1.0271,0.87161,1.0898,0.89731,1.1757,0
1.551,1.8139,1.0735,1.0708,0.95416,1.2458,1.3594,1
0.92396,1.0363,1.1327,0.90639,0.96926,1.0285,1.1882,0
1.1617,1.334,2.0496,1.2371,1.7343,0.81345,1.6625,1
0.75333,0.88538,0.88396,0.99173,1.093,1.2843,1.2439,0
0.82065,0.96395,1.3391,1.0675,1.4174,0.93647,1.0849,0
4.8509,1.1839,1.1539,1.1527,1.0091,1.2706,1.2367,1
3.3223,2.0322,2.0516,1.3472,1.2954,1.4162,1.3315,1
1.9478,2.7694,2.143,0.83948,0.959,0.89974,1.145,1
0.76566,0.90563,0.85059,1.1951,1.0256,0.83029,0.86016,0
1.0314,1.6473,1.097,1.3438,1.2596,1.2286,1.1841,1
2.4754,1.545,0.76809,0.97827,0.8244,0.83101,1.2666,1
1.626,2.2054,1.5935,0.77375,1.1315,0.93035,1.0683,1
1.157,2.7134,1.1702,1.8082,0.96593,1.3631,0.84379,1
1.6364,1.6456,1.3336,0.95282,1.3789,0.92931,1.525,1
0.94597,1.0443,1.3508,1.2304,1.0307,1.0736,0.78648,0
1.3659,1.5526,1.1661,1.6448,1.3431,1.1047,1.316,1
1.9251,1.7078,1.5868,1.4003,1.0371,0.94998,0.9185,1
0.74477,0.99243,1.2004,0.9861,1.1847,1.0357,1.018,0
1.0707,0.98616,1.4609,1.0332,0.79997,0.96091,0.7564,0
2.6368,1.5821,1.4636,1.6108,1.0523,0.85904,1.1877,1
1.729,0.83081,2.5272,1.1717,1.3177,0.57251,1.0234,1
1.8777,1.1606,1.164,1.1006,1.0996,1.0315,0.76204,1
0.89653,2.1794,1.3494,1.7573,1.2464,1.4174,1.4553,1
1.5103,1.3728,1.1659,1.2412,0.94184,1.2184,0.89012,1
1.0274,1.1706,1.2137,1.2211,1.0514,1.1222,1.3646,0
3.6854,1.5392,1.4702,1.6048,1.3355,1.0198,1.0683,1
1.9721,1.2346,1.0908,1.166,1.6883,0.70325,0.96817,1
1.9494,1.179,0.89063,1.0419,0.80786,0.89213,1.2479,1
1.0183,1.1181,1.3082,2.8371,1.0075,0.94255,1.2188,1
1.0245,0.81079,0.64739,0.93128,0.78409,1.0944,0.87953,0
2.1001,1.6704,0.80883,1.8539,1.1781,1.1958,0.92948,1
1.3727,1.0266,1.0975,0.90196,0.86984,0.83081,1.0187,0
0.94299,1.0653,0.79899,0.82972,0.81633,0.95284,1.1245,0
0.95819,0.77753,1.0882,1.1783,0.9236,1.1345,1.07,0
0.85752,1.0713,1.3503,0.91036,1.4024,0.81572,0.76713,0
3.4271,1.0147,0.97711,1.1138,1.2142,0.95897,1.5699,1
2.7995,2.0072,1.2329,1.8282,0.83566,1.0672,0.9469,1
1.1497,1.1725,0.98753,0.88738,0.9057,1.25,1.3002,0
1.1025,1.0126,0.87186,0.94028,1.3499,0.91218,0.74912,0
1.1402,0.97719,0.91836,0.88851,0.80444,1.1172,0.7295,0
0.70698,1.0838,0.67622,0.90485,1.137,0.9484,1.2677,0
1.2162,0.80432,1.101,0.95781,0.60507,0.91701,1.493,0
1.789,1.4155,1.2643,1.3626,0.77253,1.0927,0.94227,1
1.3031,1.618,1.3018,1.6399,0.97795,1.2381,0.67115,1
1.2851,3.3207,2.0208,1.2775,1.4713,0.91142,0.73279,1
0.83321,1.1182,0.90663,0.98095,0.96583,0.8819,0.81211,0
0.81758,0.84185,1.5609,1.1259,1.0647,0.8409,1.0628,0
1.0054,0.83005,0.72318,0.88208,0.87069,0.86588,1.056,0
1.2064,1.0269,1.0717,0.78882,0.99654,1.2355,1.0948,0
2.755,1.1989,1.9943,1.0683,1.9125,0.96174,1.2806,1
1.8176,1.9706,0.96752,1.0496,1.3868,1.1621,0.95743,1
3.6389,1.8399,1.6057,1.5396,1.3421,0.8672,0.97024,1
1.3193,1.1379,1.0555,0.96205,1.0603,1.3019,1.0312,0
1.1797,0.77346,0.90949,1.0146,0.84267,1.0863,0.88103,0
3.0657,1.0476,2.3127,1.3859,0.80708,1.4514,0.86588,1
1.9347,1.7303,1.6402,0.72141,0.91742,1.3275,0.97979,1
3.5298,1.314,0.92546,0.98608,1.383,0.91982,1.1179,1
1.0758,0.99481,0.92941,1.136,1.1526,1.1832,1.0666,0
1.4069,0.9317,0.71509,0.93481,0.82154,1.053,0.8733,0
1.2259,0.79199,0.89537,1.1391,0.77348,0.6997,0.95321,0
1.3118,1.1371,0.91086,1.0383,0.88434,1.1926,0.9446,0
1.0296,1.7545,1.402,0.99953,0.77378,1.5295,1.1325,1
0.89658,1.2687,0.99712,1.1718,1.0306,1.0242,1.4439,0
4.2351,1.1285,0.98804,2.0107,0.9078,1.1176,1.4977,1
1.008,1.0518,1.1788,1.0193,0.9626,1.09,0.77514,0
2.1653,1.3872,1.7163,1.3435,1.352,1.1677,0.81739,1
0.96651,1.9343,1.2544,1.2753,0.98528,0.9566,0.98595,1
0.98549,1.0534,1.0032,1.1889,0.73431,0.89976,0.92445,0
1.0679,1.1114,1.1519,1.009,0.93183,0.74721,1.2154,0
1.3898,1.1005,1.7765,1.1157,1.1212,1.4643,1.1555,1
0.8905,1.0794,0.80269,1.0718,0.96401,0.75182,0.97408,0
0.98082,1.0514,0.77078,1.2208,1.1138,0.77551,0.92952,0
0.9739,0.93497,1.0021,1.1347,0.95429,1.1278,0.76374,0
1.0705,0.98044,1.0798,0.98915,0.90179,1.0496,1.0753,0
0.89569,0.94019,1.3873,1.052,1.0428,1.032,1.5028,1
0.77391,1.003,1.0988,0.88883,0.97237,0.89699,0.69895,0
1.448,1.4288,1.1411,1.4297,1.6575,0.59737,0.93869,1
1.0981,0.82018,0.87834,1.1991,1.071,0.82548,1.3156,0
0.62368,1.4149,1.061,1.2283,0.70987,0.81105,1.233,0
1.9082,3.0445,0.90358,1.5276,1.369,0.79486,0.92006,1
0.92843,0.96633,1.4976,1.025,0.94053,0.79477,0.98242,0
4.28,1.4195,1.4909,0.97192,0.99206,1.1094,0.88159,1
1.4101,1.126,1.0175,1.4024,1.1145,1.0887,1.0383,1
3.5873,1.4196,0.88069,1.0493,1.4522,1.0737,0.88782,1
1.6663,2.0001,1.3364,1.0563,1.2307,0.96194,1.0348,1
1.5465,1.4036,1.4202,1.5158,1.8206,1.212,1.1089,1
0.91077,1.0438,0.90783,0.96786,0.838,0.82514,0.90354,0
0.75581,0.79937,0.69617,1.1408,1.1643,0.76083,0.70853,0
2.4552,1.8014,1.2108,1.191,1.177,1.0237,1.1326,1
1.2505,1.0658,0.86815,0.89907,0.9251,1.3372,1.0713,0
3.1371,0.97111,1.0948,1.1582,1.0042,1.2288,0.78777,1
0.7215,0.77335,1.1873,1.1627,0.83535,1.3431,0.81896,0
0.97211,0.71084,0.95674,1.003,1.0667,0.89616,0.8334,0
0.91674,0.94745,0.92055,1.0121,1.0176,0.97576,1.0979,0
0.89893,1.1537,0.81258,1.22,0.83247,0.95162,0.95297,0
0.63918,1.2183,0.84138,1.0711,1.5281,1.2014,0.77832,0
1.0528,1.1662,1.0669,0.93807,0.77575,1.2349,1.1716,0
2.4932,1.2612,2.0516,1.8457,1.2176,1.0737,1.2971,1
