2.0439,1.1086,1.345,1
1.5065,0.86113,0.69127,1
0.97485,0.72564,0.70009,0
2.5314,1.1971,0.92274,1
1.7921,1.1482,0.85519,1
0.93614,0.88193,1.2693,0
0.92091,0.98907,0.89663,0
0.70963,1.4439,0.82366,0
1.5637,1.2263,1.0349,1
1.3989,0.97478,1.1101,1
0.79678,0.99531,1.0029,0
1.9258,1.183,0.63954,1
0.89572,0.69492,1.0701,0
1.2524,1.0229,1.1398,1
1.7224,1.151,1.1208,1
1.1494,1.1136,0.99195,0
1.3247,1.0406,0.99605,1
0.85317,0.93167,0.83576,0
1.079,0.75608,1.3,0
1.1779,0.72623,1.4648,0
1.1365,1.2993,1.3428,1
1.46,1.1488,0.72788,1
0.97221,1.5598,1.0157,0
0.74468,0.97923,1.6266,0
0.83568,0.90329,0.99252,1
0.55752,0.82079,0.76739,0
1.0273,0.863,0.81084,0
1.7872,1.3201,1.0577,1
1.4416,1.3043,1.1539,1
0.78455,1.5966,0.57518,1
1.2576,1.0279,0.97849,1
1.0443,0.79627,0.92421,1
1.3996,0.96018,0.92896,1
2.0307,1.4556,1.111,1
1.8757,1.9539,0.8984,1
0.95407,0.9347,0.96996,0
1.209,1.0218,1.1078,1
1.4215,0.95812,1.0196,0
1.6175,1.3379,0.95316,1
0.78606,1.0412,0.95793,0
0.87951,0.80819,0.78479,0
1.1522,1.117,1.1053,1
2.6823,1.1339,1.1025,1
0.84006,0.96916,0.82,0
1.1954,0.85697,0.95626,1
0.99989,0.65763,0.95353,1
0.8534,1.0643,0.86125,0
0.90112,0.98828,1.0168,0
1.6272,1.3585,0.91503,1
1.0554,0.84551,1.3571,0
1.4958,0.77163,0.72808,0
0.75672,1.0799,1.253,0
0.60205,0.82057,1.2956,0
1.3684,1.1716,0.79098,1
1.592,1.1233,0.99709,1
2.8069,1.2456,1.3032,1
1.0817,0.87855,1.1983,0
1.0769,1.2024,0.5076,0
0.67091,0.75248,1.1887,0
1.2908,1.6158,1.0823,1
0.85635,0.99557,1.4185,1
1.6369,1.4619,1.0582,1
1.2147,1.5009,1.0399,1
1.1207,1.2557,1.0645,0
0.73292,1.0665,0.75228,1
1.8305,0.81906,0.95174,1
1.0616,0.9195,1.291,0
1.1256,1.4918,1.0006,1
1.1706,1.3417,0.73929,1
0.72862,0.91886,0.89343,0
1.8379,1.0786,0.93287,1
1.2809,1.0869,0.72007,1
1.2824,1.1306,0.77576,0
0.95861,1.0002,1.2133,0
1.917,0.92229,0.81856,1
1.3598,0.84674,0.84472,0
0.95201,1.0541,0.74745,0
1.1001,0.77507,1.1599,0
0.57974,1.0244,0.85429,0
1.9537,1.3027,0.6054,1
1.123,1.2845,0.77123,1
1.0409,1.3183,0.8987,0
0.97293,1.0596,1.0215,0
1.7159,1.3038,1.0931,1
1.5113,1.2723,0.99078,1
0.98357,0.80818,1.2304,0
1.1047,0.97086,0.95235,0
1.0654,1.1494,1.1172,0
1.3421,1.2639,1.2168,1
2.4749,1.105,0.91816,1
1.5251,1.2795,1.2216,1
1.5352,0.82249,0.81226,1
2.2999,0.74346,1.1488,1
1.388,1.0502,0.96435,1
2.7602,2.0219,0.92454,1
1.6602,1.1078,1.1081,1
1.1373,0.96887,1.2405,1
0.89338,0.8453,1.1831,0
1.7528,0.99454,1.2224,1
1.0724,0.9789,1.0114,0
0.83224,0.95384,0.82052,0
1.646,1.1806,1.0733,1
1.2734,1.2382,1.0071,0
0.87413,0.84682,0.69626,0
1.5551,1.0738,1.0844,1
