1.4283,1.0337,0
0.99154,1.1573,1
1.4545,0.98654,1
0.89815,1.2487,0
2.6815,1.6069,1
1.4432,0.89387,1
2.7265,1.2143,1
2.7243,1.0566,1
1.1933,0.98702,1
1.1212,0.68226,0
1.1294,1.1943,0
1.4544,1.1421,0
1.8144,1.0125,1
2.174,1.0901,1
0.92081,0.72718,0
0.83829,0.7477,0
4.9748,1.3885,1
0.97003,1.1942,1
1.4876,1.1365,1
1.0227,1.0473,0
0.79734,0.83332,0
2.2851,0.81806,1
1.2294,0.87693,0
1.7916,0.94785,1
0.85855,1.1298,0
1.922,0.67683,1
1.0255,1.0632,0
1.7493,1.014,1
0.9964,0.95655,0
0.84916,0.9345,0
3.9124,0.85366,1
1.4701,0.97604,1
1.8679,1.1624,1
2.0853,0.97091,1
0.93785,0.84373,0
2.1726,1.1682,1
4.8682,1.297,1
0.99542,1.1256,0
11.112,1.5347,1
2.4261,1.1267,1
1.0442,1.3476,0
1.1989,0.89413,0
0.69504,0.95864,0
1.2564,1.198,1
1.1727,0.9848,1
0.69822,1.1468,0
2.8834,1.138,1
2.1534,1.2442,1
4.739,1.122,1
4.4515,0.89973,1
0.68332,1.6588,0
1.044,1.0069,0
1.1205,0.89581,1
1.1016,0.85607,0
0.76619,0.73746,0
1.6527,1.0445,1
2.5585,0.90117,1
1.1272,0.94003,0
1.0157,1.1925,0
0.79455,1.014,0
0.7437,0.84376,0
1.0954,1.0429,0
0.97972,1.0975,1
1.1837,1.2639,0
1.1166,1.0506,0
1.543,0.97921,1
3.4878,0.96696,1
0.66802,0.97929,0
0.99325,1.1225,0
0.98798,1.0973,0
1.3643,0.85282,0
6.8503,0.56542,1
1.8714,1.1343,1
0.95163,0.83238,0
2.9328,0.92177,1
0.96846,0.95838,0
0.93687,1.1701,0
1.2609,0.99909,0
0.87538,1.2241,1
1.1889,0.79681,1
0.9592,1.1335,0
1.1305,1.1942,0
0.99066,0.78788,0
0.94691,1.0423,0
0.94961,1.1866,0
1.2813,1.0694,1
1.1588,1.0462,0
1.3898,0.95144,0
0.82892,0.83318,1
1.0772,1.0363,1
2.1193,1.1019,1
0.85,0.69024,0
0.90737,1.1999,1
0.92725,1.0648,1
1.2901,1.1711,1
1.1148,1.2492,1
1.5129,1.1491,1
1.2432,0.99512,0
1.3801,0.856,0
1.2745,1.1463,0
1.2413,0.96326,0
1.1197,0.84904,1
1.1702,1.0432,1
1.6059,0.81142,1
2.9697,1.2725,1
0.93091,1.1158,0
2.2576,1.1079,1
0.88881,1.1407,0
1.4475,0.52986,0
1.2374,1.199,0
2.6418,0.87861,1
1.0743,1.1335,0
2.6733,1.0821,1
2.2741,1.3191,1
2.0953,1.0601,1
1.1179,0.92272,0
1.1645,1.2202,0
0.74594,1.1242,0
1.2582,1.2518,1
1.0841,1.4306,1
1.3191,0.63822,1
0.74089,0.56562,0
1.0093,1.3492,0
2.0967,1.0799,1
0.79278,0.66965,0
1.2084,0.79699,0
2.4829,1.1598,1
1.4856,1.0038,1
0.92744,1.0447,0
2.359,0.50164,1
1.1087,0.95264,0
0.90906,0.73363,0
0.93975,1.134,0
1.5088,0.77257,1
1.283,0.97161,1
1.2301,0.94655,0
0.93039,1.3072,1
4.332,1.2161,1
1.3825,0.9296,1
1.1997,0.80693,1
1.1956,0.95047,0
1.782,1.2423,1
2.7832,0.93005,1
1.4846,1.2194,1
0.83266,1.0041,0
1.3756,0.95196,0
1.7975,0.95298,1
0.92236,0.72892,0
3.2554,1.914,1
3.0347,0.83088,1
1.2032,0.81324,0
1.9642,0.64405,1
7.2551,0.88348,1
0.98049,0.87135,0
1.3659,0.86095,0
1.1282,0.97792,0
2.2685,0.61905,1
0.93909,1.1587,1
1.1697,1.2374,1
0.88701,0.76692,0
1.2495,1.2401,1
2.0222,1.1019,1
1.3232,1.4799,1
1.2917,0.82447,1
4.9356,0.89179,1
0.83482,0.85874,0
2.0411,0.68068,1
1.1739,1.124,1
2.5358,1.556,1
0.98368,0.93001,0
0.97452,0.77484,1
2.0885,1.5484,1
1.1487,0.89654,1
3.6437,0.82426,1
2.2688,0.73427,1
2.9647,1.1872,1
0.87982,1.0948,0
0.91768,0.98502,0
0.76153,1.0935,0
1.1665,1.0765,1
1.0963,0.784,0
1.2439,1.0205,0
0.94962,1.0297,0
1.6793,1.015,1
0.96044,0.76961,0
0.76339,0.92962,0
1.6078,1.1183,0
0.9244,0.68797,0
0.96587,1.1774,0
2.663,0.88409,1
1.9712,0.82975,1
1.2604,1.4907,1
0.92642,1.2989,0
1.7136,1.0608,1
3.908,0.82482,1
0.89265,1.1506,1
1.0665,0.90451,0
2.0222,1.074,1
0.7109,1.1465,0
1.4241,0.97144,1
2.2997,1.2416,1
1.387,1.3453,1
1.0899,0.99368,0
3.1574,0.91033,1
0.84806,1.0863,0
0.92303,0.71355,0
0.96947,1.1398,1
0.91038,1.1508,0
1.3879,0.88644,1
4.4135,0.86992,1
3.8347,1.1064,1
1.5121,0.91668,0
1.9784,1.4418,1
1.6622,0.91183,1
1.252,0.94805,0
1.2438,1.2526,1
1.0814,1.2635,0
1.2038,0.8994,0
1.3225,0.94246,0
2.5897,1.2783,1
3.6332,1.6582,1
1.3892,0.65796,0
2.4716,0.6613,1
2.6942,1.1941,1
1.3005,1.15,0
6.0275,1.4586,1
3.6803,1.1414,1
2.5603,0.84897,1
1.5623,1.2526,0
1.354,1.1177,1
1.811,1.1217,1
0.9913,1.2085,0
1.321,1.1769,1
1.254,0.81058,0
1.0328,1.1981,0
1.3616,1.4109,1
1.2946,1.0659,1
0.85276,1.1678,0
1.2981,0.84149,0
2.7117,0.6444,1
1.604,0.88113,1
1.3643,1.065,1
0.69664,1.2985,0
0.8053,1.0065,1
1.2205,0.98798,0
2.5188,1.0489,1
1.2076,1.5805,0
0.93747,1.2208,1
1.2741,0.84418,0
0.873,1.0245,0
0.92699,1.0414,0
0.60304,0.79192,0
1.5126,1.2412,1
2.0462,0.94912,1
1.2302,1.0407,0
1.5558,1.2711,1
1.0644,0.97196,0
0.57361,0.95766,0
1.2065,1.1416,1
0.66941,0.9017,0
2.3729,1.4619,1
1.6723,0.86012,1
1.0682,0.90914,0
1.3108,0.90121,0
0.95687,0.80169,0
0.91158,1.2687,0
0.79341,0.85329,0
1.5669,0.82495,0
1.2943,1.1778,0
1.049,0.88027,0
1.2586,1.2404,1
1.6513,1.1133,0
2.1659,1.0697,1
2.6752,0.7737,1
1.9681,1.223,1
1.269,1.0232,0
0.85278,0.61544,0
1.3561,0.85838,1
1.0667,1.0003,0
1.6215,1.1955,1
2.8749,0.97882,1
0.7036,0.92739,0
1.0889,0.93346,0
3.554,0.86518,1
0.68202,1.1115,0
1.9088,1.043,1
1.0712,1.0096,0
0.88417,1.0796,0
1.0397,0.80918,0
0.94528,0.82826,1
1.1011,1.133,0
1.2462,1.0209,0
1.2994,1.0665,0
0.78894,1.0325,0
0.87564,0.65656,0
1.1324,1.0222,0
1.5344,1.1345,1
1.5719,1.2984,1
0.9809,1.5301,1
1.0362,0.79441,1
2.8553,1.3695,1
1.7502,0.92456,1
0.92699,0.73823,0
0.82771,1.059,0
3.521,1.4166,1
1.098,0.96186,0
1.3344,0.96181,1
0.89376,1.3064,0
0.96746,1.0914,0
1.1319,0.63217,1
3.1167,1.1686,1
1.1263,0.86468,0
0.82775,0.91704,1
1.263,1.0858,0
2.2888,1.0588,1
0.98497,0.98977,0
5.3006,1.1835,1
0.74122,0.97306,0
0.90832,0.95965,0
3.572,1.0333,1
0.86281,0.67586,0
5.8015,0.93743,1
1.7411,1.0438,1
2.9648,0.96063,1
3.6526,1.1186,1
2.7774,1.0966,1
1.1091,0.90039,0
1.8183,0.74936,1
0.88407,1.3092,0
1.2031,0.9022,1
0.89683,0.87698,0
1.3369,0.89965,1
2.0103,0.94149,1
4.629,0.68088,1
1.3288,1.1358,0
1.525,1.1124,1
0.90329,0.97789,0
0.76445,0.6568,0
1.4273,0.92683,0
2.37,1.0943,1
0.97431,1.1188,0
2.3234,0.67039,1
2.908,0.73088,1
2.2169,0.83091,1
2.4758,1.4971,1
0.98222,0.921,0
1.7912,0.73156,1
1.1099,1.0981,0
0.9659,1.0269,0
1.4516,0.75957,0
0.7071,0.82911,0
1.0151,0.83044,0
1.2618,1.028,1
1.3132,0.94955,0
1.4634,0.94314,1
0.83743,1.2979,0
1.3297,0.94405,1
1.3909,0.90943,1
0.72889,1.0811,0
1.1604,0.97752,0
0.96381,0.8473,0
2.7464,1.2654,1
1.5744,1.3127,1
1.9479,0.92058,1
0.84057,1.0578,0
0.82464,0.89246,0
0.96191,1.2258,0
0.72407,1.1837,0
3.1778,0.87245,1
0.85998,0.9881,0
0.80834,0.89026,0
0.79878,1.0647,1
0.97888,0.613,0
1.11,1.0264,0
3.566,1.2604,1
1.338,1.7141,1
1.2789,0.84518,1
0.80099,1.0557,0
1.7002,1.2652,1
2.5017,1.4889,1
2.5654,0.85676,1
0.79612,1.4239,0
1.4061,0.94511,1
1.3698,0.91757,0
0.96446,0.77668,0
1.7082,1.1234,1
0.92857,0.81319,0
0.83645,0.78777,0
1.2395,0.63737,1
0.64065,1.0021,0
0.87235,1.0685,0
1.1236,1.0022,0
1.1086,1.0576,0
0.92318,0.98608,1
0.8811,0.74954,1
1.4676,1.2526,0
1.8904,1.2025,1
1.6602,1.2072,1
1.0055,1.2224,0
1.5118,1.3411,0
1.7605,1.1946,1
1.5248,0.80194,1
1.9373,1.3332,1
1.2532,0.93699,1
1.1549,1.1438,0
2.1184,1.4864,1
1.3315,0.94082,1
0.81894,1.1455,0
2.3301,1.5541,1
2.0176,0.90976,1
0.96824,0.79336,0
1.4567,0.91162,1
1.3464,1.7308,1
3.4599,1.051,1
3.0722,1.2977,1
0.7813,1.228,0
0.99076,1.2644,0
2.361,0.84974,1
3.2378,1.1076,1
1.2147,0.73161,0
1.0161,0.98099,0
1.1199,0.73637,0
2.214,1.4103,1
3.2166,1.1785,1
0.90034,0.85093,0
1.0128,0.69904,0
1.3565,0.7634,1
0.72053,0.83795,0
0.84306,0.77222,0
0.7935,0.93546,0
1.9763,1.408,1
1.426,1.376,1
0.70066,0.87359,0
1.8746,0.74644,1
0.78348,0.81667,0
1.8249,1.2555,1
2.1236,1.0375,1
1.2785,1.1715,1
0.93552,0.89931,0
0.58309,1.2366,0
0.94597,1.2153,0
1.014,1.1256,1
0.97713,0.9392,1
1.2148,1.0665,1
1.064,1.0766,0
1.1644,0.95519,0
1.8173,0.76744,1
3.5988,1.5141,1
0.88308,0.58281,0
1.151,0.66814,0
0.70428,0.75083,0
0.93507,0.99218,0
1.2636,0.91279,1
0.96125,1.327,0
1.5708,1.815,1
1.2669,0.98915,0
0.81983,1.2007,0
0.91433,1.3589,0
4.5228,0.92183,1
2.7766,1.2893,1
0.65873,1.3454,1
1.1983,0.77653,0
1.5595,1.1421,1
1.2206,0.83403,0
3.5798,1.1662,1
1.1038,1.2005,1
1.1207,0.99219,0
1.3771,0.8039,0
1.1811,0.97064,1
3.9981,0.92091,1
2.9721,0.89686,1
0.87708,0.71144,0
2.2018,1.1667,1
0.92085,0.92854,1
1.1632,0.7765,0
4.1415,0.94464,1
1.3688,1.0348,0
2.5053,1.0005,1
1.1156,0.95127,1
3.503,0.87215,1
0.74346,1.1642,0
0.96299,1.0456,0
1.2314,0.9735,1
1.9218,0.99606,1
1.1899,0.92154,0
0.97441,0.81614,0
1.012,1.1216,1
1.0931,0.89827,0
1.8849,1.141,1
1.533,1.7585,1
1.5629,1.1352,0
2.9959,1.0988,1
0.76274,1.4155,0
1.7549,0.91658,1
1.095,0.83483,0
2.1315,1.2526,1
0.83635,0.71395,0
0.55958,0.65921,0
1.1827,1.0131,0
0.82978,1.1005,0
1.1813,1.0519,0
1.0408,0.87366,0
1.1833,1.2153,1
1.1391,1.2573,0
1.3036,0.93776,1
1.5624,0.69816,1
1.1223,1.2738,0
3.7422,0.91519,1
2.1974,0.90124,1
0.79516,0.9781,0
0.81814,0.54905,0
0.8928,0.97323,0
3.5653,1.0789,1
1.1941,1.2029,1
3.9008,1.3555,1
1.2952,1.166,0
1.0116,1.0883,0
1.0193,1.3457,1
2.7681,1.1271,1
2.1932,1.1307,1
0.91198,0.87312,0
2.0969,0.89752,1
1.0506,1.1773,0
0.87993,1.0212,0
3.3073,1.0937,1
1.354,1.1393,1
0.82759,1.0728,0
1.1776,0.75126,0
0.85919,0.61183,0
