1.5751,0.93549,1
3.6012,0.98438,1
0.9706,1.1041,0
1.3532,1.043,0
2.0028,0.7283,1
1.0439,1.3473,1
1.2486,0.84913,1
0.859,1.0021,0
0.92452,1.0277,0
9.0562,1.5987,1
4.3672,1.1686,1
1.0065,0.68463,0
1.5352,1.5131,1
1.039,0.90678,1
1.0836,0.88562,0
2.3546,0.78152,1
1.062,1.4397,0
0.77737,1.066,0
0.92465,0.96757,0
1.5594,1.3284,1
1.2717,0.93763,0
1.0721,1.0399,0
3.0681,1.1872,1
1.011,1.0108,0
0.87993,0.64469,0
1.1869,0.82611,0
1.2212,0.68828,0
0.821,1.4902,0
1.6626,1.4956,1
1.3852,1.1314,1
4.4481,1.1968,1
0.97483,0.90466,0
1.3166,1.2116,1
3.2952,1.2542,1
1.7639,1.4957,1
1.787,1.2495,1
0.85751,1.1085,0
1.0978,0.85253,0
0.79009,1.016,0
2.5865,1.3039,1
0.61031,1.1594,0
1.908,1.0254,1
1.6706,1.1463,1
1.273,0.71374,0
0.99859,1.3475,0
1.7286,1.2511,1
2.3021,1.4313,1
0.78705,0.93703,0
3.7367,1.2489,1
3.6025,0.7872,1
1.0061,1.6898,0
1.0366,1.2082,0
2.1181,0.82773,1
4.2914,1.067,1
1.0471,1.281,1
2.6042,0.55358,1
1.1489,0.77513,0
1.0743,1.0396,0
1.0518,0.96853,1
0.6412,1.2532,0
0.87761,0.66707,0
0.92232,0.72755,0
3.9301,1.2052,1
3.3887,1.084,1
1.4751,0.74853,1
1.9521,0.82246,1
0.85161,0.63216,0
1.0612,1.1842,1
0.84264,0.88677,0
1.2787,0.85774,0
5.045,0.80455,1
0.72085,1.1109,0
1.4453,0.91243,0
1.2987,0.99244,1
2.6043,1.2856,1
2.0642,1.1823,1
1.3415,1.1295,1
0.80342,0.94781,0
2.0839,0.96182,1
1.4197,0.88817,1
1.4058,1.032,0
0.6935,1.0839,0
1.0703,0.75488,0
1.0093,1.0213,0
1.1445,1.3888,1
0.91725,0.95279,0
3.0924,1.3029,1
1.1604,0.66351,0
1.0301,1.4241,0
0.98397,1.1427,0
1.8308,1.2834,1
1.1343,0.7578,0
1.2598,1.1891,1
0.61131,1.1577,0
1.1954,1.3364,0
0.80852,0.9048,0
4.0116,0.86645,1
0.97849,1.2532,1
1.5778,1.0746,1
1.3648,1.0322,0
2.3896,0.87989,1
1.0612,0.88246,0
3.5574,0.80133,1
2.7931,1.1729,1
1.1633,1.0467,0
1.5376,1.1519,1
1.2333,0.9062,0
0.98187,1.2098,1
1.555,1.2648,1
1.0962,1.0433,0
3.917,1.2685,1
1.068,1.3049,0
0.71924,0.93056,0
1.7047,1.2911,1
1.2396,1.1106,1
3.5199,1.1848,1
4.5626,0.67562,1
0.62334,0.87858,0
1.2921,0.97551,1
0.67311,1.0231,0
2.5808,0.98217,1
1.0796,1.0559,0
0.7559,0.8635,0
4.008,1.2672,1
1.0706,1.0571,0
1.1055,1.3449,0
0.60886,1.0894,0
1.2452,1.1979,0
0.92825,1.1212,1
1.2172,0.98765,1
0.96468,1.1772,0
2.5886,0.77526,1
0.60434,0.98613,0
3.1108,0.99366,1
1.0825,0.99476,0
1.946,0.9334,1
6.0969,0.74052,1
2.3634,1.4521,1
0.95744,0.98863,0
1.2593,1.1645,0
0.67654,1.0815,0
1.2232,0.80255,0
0.98038,1.0899,0
1.5756,0.52363,0
0.79705,1.1124,0
5.1646,1.0566,1
1.8809,1.0406,1
1.3651,0.43414,1
1.3304,1.4686,1
1.002,0.93561,0
1.2849,1.0075,1
1.8232,1.218,1
0.98172,1.3921,1
0.76225,0.97764,1
0.75163,0.79588,0
0.81665,1.3825,0
5.1344,1.3442,1
1.0661,0.76222,0
2.7224,0.70574,1
0.9924,1.0521,0
3.1698,0.9519,1
1.3591,1.2982,0
1.1872,0.91361,0
1.1593,1.1933,0
0.8833,0.83942,0
2.8253,1.1804,1
0.6469,0.85576,0
2.6186,1.0334,1
0.92207,0.72853,0
0.65437,1.0771,0
0.83097,0.93119,0
1.8478,0.87982,1
2.0902,1.7431,1
1.0544,1.0016,0
1.3759,0.67595,1
1.0469,0.96743,1
1.0192,0.95494,0
3.4157,0.86468,1
0.83738,0.91802,0
1.1344,0.74826,1
1.2468,1.0929,0
1.8881,1.0191,1
3.641,1.2071,1
4.0379,1.2489,1
1.0769,1.0135,1
1.0733,0.75228,0
1.3647,1.2153,1
0.85632,0.79183,0
4.9633,0.98704,1
0.92709,0.9934,1
2.4407,1.1554,1
1.114,1.0026,0
1.0731,1.3534,0
3.8334,0.89496,1
0.79089,0.85191,0
2.2393,0.97578,1
2.5144,1.0299,1
0.92817,1.1245,0
1.0432,1.137,0
0.56892,1.0616,0
2.0509,0.98937,1
0.82246,1.1965,0
1.114,0.91271,0
1.2758,1.0458,0
0.84143,0.82023,0
0.97307,0.7105,0
1.1854,1.0584,0
1.5333,1.2859,1
0.85452,1.0428,0
0.9355,0.81512,0
0.92246,1.1792,0
0.72285,0.75905,0
1.0762,1.0973,0
0.91499,0.82624,0
1.5894,0.8743,1
0.96847,0.8452,0
0.73907,1.2705,0
6.0248,0.96926,1
1.0091,0.6874,0
2.8326,1.2162,1
2.665,1.313,1
2.1298,1.0218,1
0.95914,1.1549,1
3.4675,1.3275,1
1.8544,1.5122,1
1.1674,0.76163,0
1.2431,0.78305,0
2.2182,1.9165,1
1.1251,0.84303,0
3.1439,0.95758,1
1.5721,0.93596,1
1.4832,1.5885,1
4.3372,1.015,1
1.1882,1.2849,1
2.3148,1.1912,1
1.4461,1.0622,0
0.74757,1.3525,0
1.164,0.88128,0
0.99224,1.269,1
0.68891,0.79025,0
1.3967,0.78309,1
1.4673,1.0969,1
1.9817,1.0408,1
0.83445,1.2272,0
2.6123,1.172,1
1.1563,1.0079,0
0.95274,0.74596,0
2.1384,1.0364,1
1.9689,0.9172,1
2.3449,1.2332,1
