1.5178,1.3048,1.0832,0.89345,1
3.9851,1.491,0.73506,0.85654,1
1.4581,0.75857,1.2645,1.1461,0
1.1907,1.0363,1.0819,0.75241,0
0.93318,1.0024,0.87952,0.94118,0
1.3114,1.8596,1.0492,1.059,1
1.1871,1.1327,1.0444,1.1336,1
1.5503,0.78079,0.73272,1.2419,0
1.4896,0.9382,0.89611,0.8874,1
0.90727,0.84556,0.92236,0.75211,0
2.2212,1.2712,1.0129,1.283,1
0.90089,0.99332,0.8183,1.1107,0
1.2874,0.94006,0.58226,1.0265,0
1.1719,0.74302,0.78156,1.0783,0
0.99111,0.82331,0.78095,1.6339,0
1.3603,1.6393,0.78404,1.1855,1
0.84058,1.0811,0.63047,1.1186,0
1.044,0.98447,0.72853,1.1911,0
1.3461,0.97625,1.0115,0.96746,0
0.84703,0.85304,0.9226,0.81398,0
0.75515,1.1634,1.3889,1.2397,0
1.9674,0.99364,1.2189,1.1751,1
1.1964,1.1557,1.0012,0.90746,0
2.8493,1.5085,1.437,1.3545,1
1.0997,0.7268,1.0183,0.88582,0
1.0055,1.8583,1.1889,1.1369,1
2.7441,1.614,1.4256,1.308,1
1.4138,0.74298,1.3429,0.64978,0
1.0544,1.3508,1.0364,1.0418,0
2.7182,1.7155,0.92811,1.0666,1
0.97275,1.1523,1.0126,0.79277,0
1.1848,1.5115,0.79063,0.87038,1
1.2549,0.66951,1.3927,0.74474,0
1.0025,1.1863,0.9093,0.60283,0
0.71037,1.1775,1.2508,0.94747,0
0.73501,0.77643,1.0069,0.97751,0
1.2222,1.1956,0.86501,1.3318,0
0.89892,0.63359,0.90051,0.94721,0
0.89733,1.0358,0.9286,0.92613,0
1.1044,0.92551,0.7929,0.96226,0
0.84513,1.0998,1.0583,1.4454,0
2.3245,1.4601,0.90785,1.0384,1
2.0458,1.0766,1.7283,0.6966,1
1.8256,0.9878,0.81472,0.81396,1
1.2548,1.3636,1.1103,1.0661,1
3.6092,1.0236,1.1583,0.97721,1
1.3098,0.98689,0.82582,0.9991,0
0.64749,1.1309,1.3308,1.108,0
1.9358,1.7237,1.1137,1.2651,1
6.2921,1.071,1.4826,1.2302,1
1.8632,2.3616,1.1647,1.0069,1
2.3756,1.1166,1.2245,0.74881,1
1.0609,0.80154,0.74065,0.79687,0
1.4874,1.9013,0.951,1.2736,1
0.96894,0.7097,1.0963,0.68197,0
0.89997,1.0366,1.087,0.67998,0
0.61505,1.0996,1.2341,0.73977,0
0.83306,0.98628,1.3039,1.4116,0
0.90643,0.81338,0.95491,1.0051,0
