0.9574,1.0214,0.84113,0.9947,0
3.0765,1.2543,1.2066,1.0825,1
4.2089,1.2276,1.1501,1.0987,1
2.2898,1.477,1.183,0.85725,1
1.2348,1.0286,1.265,1.2687,1
0.76991,0.95717,1.1532,0.85746,0
6.9376,1.8663,1.0528,0.988,1
0.91105,0.81346,1.0968,1.2525,0
2.7568,1.169,1.2097,0.74276,1
1.004,1.0819,0.85439,0.88386,0
1.0807,1.2731,0.98672,0.67531,0
1.9714,1.1468,1.383,0.96695,1
1.0974,1.1079,1.1053,0.62243,1
1.3486,0.84594,0.97723,1.0646,1
1.3854,0.92128,1.0529,1.2234,1
3.2129,1.6296,1.3168,1.1486,1
3.3135,1.0757,1.6754,0.96608,1
0.93058,0.72954,0.80824,0.73955,0
2.188,1.7913,1.0607,1.0966,1
2.0563,1.4447,1.4095,1.0937,1
2.8833,1.2814,1.0724,1.1924,1
1.1319,0.88857,0.8995,1.2627,0
1.2325,0.8965,1.1066,1.1332,0
1.312,2.0484,1.3449,1.0792,1
1.3308,1.1012,1.3677,1.098,1
1.3518,1.291,1.0911,1.4823,1
1.3999,1.0454,0.8803,1.2136,0
1.2111,1.1187,0.99805,1.1956,1
1.2058,1.2153,0.73782,0.70478,0
0.86925,1.2136,0.99919,1.3631,0
2.2323,0.93195,1.0051,1.3036,1
0.95607,1.0246,1.0724,1.1704,0
1.0316,1.1147,1.5099,0.72492,0
0.59997,1.0013,0.90242,0.81226,0
0.97206,1.3773,0.97309,0.96247,0
0.99054,1.0835,0.90602,0.87623,0
1.7273,0.82633,0.85792,1.2684,1
7.49,1.0988,0.78654,0.90103,1
1.5965,0.88935,1.4926,0.99331,0
1.28,1.1185,1.2383,1.2518,1
5.8977,2.6331,0.94482,0.96904,1
0.97766,0.85628,0.98876,0.7762,0
1.8699,1.3929,1.3746,0.60083,1
2.5294,1.4967,0.82403,1.0515,1
1.004,0.82811,1.3812,0.66617,0
0.92643,0.80911,1.1934,1.3506,0
1.2869,1.2436,0.65655,0.9351,0
3.1149,1.4029,1.1148,1.3603,1
1.6113,1.0923,1.1457,0.78832,0
1.7373,1.0597,1.1665,1.0209,1
0.65855,0.89032,0.94566,1.1908,0
1.7867,1.1364,1.187,1.4139,1
0.98455,1.5828,0.80721,0.93121,0
0.96304,0.76758,1.1783,0.98316,0
0.9169,1.0311,0.80614,0.92709,0
1.0327,0.93729,1.0192,0.86032,0
1.031,0.90243,1.1166,1.1177,0
5.5447,0.63294,1.2775,1.1645,1
1.0857,1.1844,1.163,0.9143,1
1.1229,1.6176,1.1185,1.1766,1
0.92391,1.2552,0.77886,1.2759,0
0.99602,0.98523,1.4651,0.95671,0
2.0138,3.2527,1.2281,1.0517,1
0.9797,0.74936,0.99648,1.4456,1
1.0581,1.152,1.0188,1.0989,0
0.92727,1.1658,0.91149,1.0526,0
1.0394,1.2785,1.7726,1.1723,1
0.91516,0.88918,1.3152,1.4032,1
0.71969,1.0891,0.68638,0.97371,0
1.1626,0.95549,1.5906,1.4318,1
0.74958,0.7792,1.2527,1.0572,0
3.9387,1.5204,1.1869,1.3115,1
1.2217,1.1313,0.94335,1.375,0
2.1958,2.9517,1.4044,1.179,1
1.0342,0.85088,0.97073,0.97745,0
0.94061,1.1981,0.93616,0.98638,1
1.1852,1.4804,1.0708,0.89536,1
0.8167,0.83423,1.0423,0.9791,0
3.4081,1.9842,0.96944,0.76599,1
1.5602,1.9233,1.459,1.1366,1
1.1779,0.91553,1.1161,0.94429,0
0.96442,0.91915,1.0397,0.99209,0
1.0627,0.9252,1.0065,1.3826,0
0.81001,0.87559,0.87989,1.0095,1
2.409,1.4176,1.5233,1.4719,1
0.75706,1.0934,1.064,0.71463,0
2.5995,1.0851,0.9008,1.0261,1
2.2176,1.3236,1.9375,0.90588,1
1.0665,0.76075,1.1388,0.82782,0
0.70046,0.81226,1.1686,1.073,0
0.78661,1.2629,0.8758,0.99822,0
0.84637,0.56291,1.4422,1.031,0
1.4642,1.0666,1.0181,1.2965,0
2.192,1.2408,1.3694,1.085,1
6.0577,1.2256,0.96136,1.3476,1
0.8693,0.86494,0.78596,0.92287,0
1.0656,1.4914,1.4762,0.70057,1
0.90578,0.83241,1.2116,1.3734,0
1.1383,1.4202,1.4001,0.85718,1
0.73717,0.75975,0.95047,0.98737,0
0.8463,0.9065,1.1709,1.4424,0
0.68935,1.097,1.4557,0.94479,0
0.91767,0.92906,0.89344,1.0061,0
0.83162,0.88258,1.2421,0.71926,0
0.84591,0.92836,0.98011,0.76665,0
1.2611,2.2024,1.0781,1.2055,1
4.8494,0.935,2.3735,1.1834,1
4.0929,1.4735,1.0946,1.0329,1
0.88356,1.0291,1.1742,1.0052,0
1.4076,2.3328,1.0122,1.5751,1
1.1307,0.9018,1.0209,0.99381,0
2.985,1.0598,0.92337,0.90535,1
0.89518,0.74311,1.3267,1.1082,0
4.9047,1.0889,0.49504,0.91253,1
0.72834,0.65137,0.94841,0.96754,0
1.3986,0.92503,1.008,1.2742,0
0.93982,1.1368,0.97081,0.84144,0
