1.086,0.7732,0.95987,0.82389,0.66831,1.1805,0
1.1186,1.0942,0.97524,1.0558,1.0142,0.87471,0
1.1117,1.247,0.86316,0.67995,1.0367,1.1135,0
1.0989,0.71308,1.0546,0.64595,1.193,1.1174,0
2.2279,1.1462,0.74245,1.9723,1.3402,1.2737,1
2.5468,1.8159,1.0942,0.74397,1.3047,1.3934,1
2.9986,0.99453,0.5961,1.5844,1.2042,1.1231,1
1.5582,2.4923,0.79528,1.2518,1.0308,1.2822,1
2.0107,1.4119,1.1315,1.1836,0.76083,1.1403,1
0.79121,0.91374,0.995,1.0082,0.74378,0.90884,0
1.3487,1.0916,1.1862,1.0332,0.76346,0.88861,1
1.0682,1.2516,1.2136,0.97067,1.1685,0.8117,0
0.89259,1.188,0.78565,1.4154,1.1233,0.93668,0
0.82703,0.94548,1.3882,0.65838,1.4471,0.8501,0
1.2608,0.98805,0.82894,1.0925,0.96214,0.95581,0
1.2776,1.4771,2.0805,1.295,1.5233,1.0867,1
2.5125,0.80051,1.2023,2.5137,1.5721,0.98594,1
0.67988,1.0264,1.1218,1.0599,1.1045,0.83804,0
1.5802,1.4503,1.1517,1.2599,1.0296,1.2592,1
0.89488,1.0027,0.83887,0.66404,1.0896,1.0032,0
0.6693,0.65595,1.0289,1.0133,0.97221,1.6439,1
2.9479,2.5459,1.3617,1.3038,0.96621,1.5045,1
1.1685,1.4245,0.84004,0.88313,0.87595,0.80849,1
0.96872,1.2628,1.1372,0.76189,0.62001,1.076,0
0.51447,0.98737,0.98347,0.68902,1.0943,1.0908,0
1.2192,1.2524,1.3493,0.93439,0.94278,0.85678,1
1.1731,0.83955,1.5611,1.1157,0.91608,0.89313,0
0.99755,0.84687,1.0808,1.1112,0.93808,1.1054,0
3.7207,1.1116,1.173,1.0369,0.94026,0.74813,1
4.1424,1.1636,1.1413,1.6324,1.0029,0.81367,1
1.2203,1.0647,1.0619,1.1633,0.75484,0.99456,0
1.5118,1.186,1.1567,1.4037,1.5095,1.1546,1
1.2312,2.108,1.3917,1.8121,1.2378,1.2075,1
0.83041,1.1803,0.84894,1.2679,0.87185,0.80817,0
1.0162,0.92877,0.87462,1.3067,0.9618,1.4103,0
1.1611,0.92314,1.1408,1.2851,1.2279,1.2915,0
1.9475,1.0539,1.0706,0.98878,1.4936,0.92523,1
0.69342,0.92844,1.1368,1.258,1.1238,1.0102,0
4.2954,1.4284,1.1995,1.7149,0.82045,1.0254,1
1.172,0.68326,1.1095,1.1029,0.8237,0.85825,0
5.6133,1.9107,1.7602,1.043,1.4743,0.95338,1
1.4394,0.81669,1.8555,1.1682,1.3768,1.3329,1
0.97314,1.0429,0.87124,1.0149,0.90897,1.1783,0
2.1087,1.591,2.6965,0.83199,1.1639,1.1545,1
1.0787,2.1716,1.1066,1.7931,1.3565,0.98463,1
1.0337,1.8956,1.5003,1.3081,0.72315,1.0897,1
0.98616,0.99582,1.0031,0.72663,1.1536,1.2521,0
1.3337,1.8403,1.0449,1.0253,1.2365,1.093,1
0.92742,2.6454,1.6108,1.1632,1.2346,0.83824,1
1.3781,1.2025,0.9854,1.0391,0.98541,0.55726,0
0.91636,1.2658,0.79739,1.0826,1.0602,1.114,0
1.212,0.75629,0.78443,1.0352,0.97934,1.286,0
1.1067,1.1115,1.2609,1.1577,0.87945,1.1805,0
1.0125,1.0849,0.74497,0.8111,0.98573,1.1644,0
3.3867,1.314,1.0126,0.9211,0.88793,1.1717,1
0.87451,1.0647,1.0627,0.77159,1.1218,1.1424,0
1.3004,1.1768,0.94126,0.72859,0.99446,1.0812,0
1.5039,1.8346,1.6561,0.98197,0.8509,0.92066,1
2.8519,3.6213,1.4993,1.0372,1.0931,1.3902,1
1.1539,0.7214,1.1053,1.2776,0.8597,1.291,0
1.3651,1.4103,1.4888,1.2279,1.1698,0.9594,1
1.3619,1.6468,0.95806,1.0394,0.96562,0.91991,1
5.191,0.94081,1.0922,1.1787,1.5624,0.83842,1
0.88255,0.63557,1.1452,0.96958,0.98203,1.1393,0
1.7996,0.88511,1.0716,1.1801,1.0945,1.1751,1
1.069,2.829,1.7738,0.90157,0.91291,1.1902,1
1.1375,0.96911,1.0264,0.62695,0.89443,0.91125,0
1.6336,1.7961,1.2469,1.0101,1.038,1.3503,1
1.1196,1.106,0.72087,1.1326,0.81416,0.845,0
1.7089,1.9993,1.3733,0.99589,1.2524,1.1151,1
1.7065,1.529,1.49,1.1185,0.86735,1.5378,1
2.8436,1.0974,1.3011,1.0557,0.98559,0.91846,1
0.98064,0.8314,0.70892,0.6036,1.0703,0.93876,0
0.87726,0.96342,1.1622,0.71093,1.4172,0.82988,0
0.97193,0.82783,0.71144,1.3387,0.66405,0.73444,0
1.4897,3.2263,0.84584,1.3251,0.76294,1.2044,1
1.7975,1.013,0.77609,1.3097,0.62821,1.6311,1
2.9008,1.0653,1.9374,1.2324,1.382,0.77217,1
0.8728,1.5502,1.0338,0.89627,1.4192,1.1743,0
4.5555,1.0192,1.1709,1.0767,1.0836,0.8554,1
0.57731,1.0792,1.3506,0.62157,1.1305,1.0485,0
1.0833,1.1532,1.5922,0.82282,1.0898,1.0948,0
1.2665,1.2979,1.101,1.1568,1.1555,0.86474,1
0.77209,0.76157,1.0016,1.2,1.1845,1.0284,0
