1.0697,1.0366,0.66826,1.1478,0.74596,1.1418,0
0.61924,1.0367,0.81157,0.93047,1.3249,1.1545,0
1.1451,0.91819,1.0768,1.157,1.0261,0.77568,0
2.055,1.2181,1.5788,1.4884,1.0853,1.1215,1
0.85823,1.4434,0.62272,0.69889,1.5459,0.93042,0
0.78345,0.84734,1.0089,0.8064,0.93879,0.99649,0
3.8475,2.6817,0.94891,1.6649,1.2499,1.4574,1
0.86444,0.91225,1.0534,1.476,1.4234,1.1215,0
0.96806,1.3627,0.80285,0.88009,0.93855,1.2603,0
1.2514,1.1603,0.59917,1.1037,0.97928,1.302,0
1.3868,0.61033,0.5488,0.99108,0.75644,0.98418,0
1.1793,0.69298,1.0419,0.89741,1.0075,0.79142,0
1.1579,0.84845,0.84397,0.66413,1.3805,0.89916,1
0.93464,1.016,0.85726,0.83482,0.97081,1.178,0
1.5925,1.0583,1.1526,1.7036,0.74508,1.7373,1
2.9055,1.392,1.4129,1.3842,1.4255,0.86849,1
1.125,0.75353,1.1929,0.75013,0.81233,0.92276,0
0.85238,0.90304,0.92831,0.93231,0.85185,0.68487,0
7.3005,0.96677,0.70158,1.1198,1.1996,1.2334,1
1.4934,0.85555,1.0343,1.1296,0.96768,0.73294,0
0.85042,0.91302,0.94692,1.3776,1.1272,0.86767,0
0.70969,0.77884,0.88396,0.99453,0.81298,0.95397,0
1.1273,0.7836,1.0593,1.0001,1.0536,1.0309,0
2.3006,1.3265,1.0584,1.3075,0.58582,0.96927,1
1.2329,0.74043,0.93689,0.91807,0.73623,0.92078,0
1.1198,1.4688,1.0456,0.81531,1.0613,0.78367,0
0.58958,0.88135,0.93659,0.8069,1.3238,1.0668,0
1.2555,1.5222,1.3864,1.786,1.0484,1.0131,1
0.88191,1.5268,1.1545,1.144,1.0834,0.95788,1
2.7611,1.2058,0.74744,0.98733,0.74858,1.0441,1
7.2148,2.2125,1.2361,0.9284,1.0483,0.99876,1
0.88544,1.275,0.87198,0.82611,1.1296,0.79069,0
0.89475,0.78134,1.1244,0.77414,0.9809,0.97024,0
3.121,2.5099,1.5166,1.5898,0.75747,1.3431,1
1.7332,0.7856,2.4689,1.6711,1.2681,1.4482,1
1.5935,1.16,1.05,0.82555,0.76361,0.96862,1
0.8994,1.1331,0.92839,1.1814,1.1474,1.0316,0
2.4561,2.3541,1.2512,1.3288,0.94607,1.1329,1
0.80825,0.79907,1.1305,0.86085,1.0091,0.70244,0
1.0127,0.92776,1.0482,0.99429,1.0122,1.0667,0
1.5946,0.90134,0.97562,1.5542,1.2511,0.96029,1
0.7618,0.68096,0.903,1.163,1.2346,0.85852,0
1.7308,1.6252,1.6959,0.85416,1.0141,1.597,1
2.2533,1.6526,1.2905,1.1907,0.91035,0.95592,1
1.4919,1.0444,1.9547,1.885,1.2944,1.4801,1
2.5102,2.2515,1.3475,2.3682,0.91486,1.0013,1
1.5425,0.99634,0.7742,0.83866,0.86719,1.3215,1
2.5371,1.1867,0.92785,0.98765,0.90834,1.1639,1
1.2713,1.0181,1.333,1.627,1.3988,0.94891,1
1.1272,0.95794,0.79088,1.0248,0.85879,1.1911,0
0.99222,0.87711,0.95333,0.77625,1.0703,0.85552,0
1.0401,1.0152,0.7706,0.89799,1.2766,1.0003,0
0.88649,1.1971,0.76574,0.98095,0.71939,1.1701,0
0.73874,0.95107,0.87121,1.1666,1.0455,0.48777,0
1.8877,1.9843,1.4129,1.4445,1.1559,0.88272,1
1.238,0.73744,1.051,1.3663,1.1425,1.2505,0
4.7349,1.6729,0.90004,0.87229,0.87271,1.1157,1
0.59494,0.93778,0.93968,0.77818,0.92747,1.2844,0
1.0633,1.1674,1.2641,1.3726,2.3923,0.61702,1
0.70335,1.3318,1.0836,1.2451,0.86107,0.96919,0
0.96688,1.0651,0.9436,1.1081,1.0992,1.2284,0
1.1816,0.57916,1.0228,1.0092,0.90596,0.98134,0
2.3062,2.0738,1.1024,1.5309,1.2417,0.95637,1
0.80277,0.81048,1.1057,0.68992,1.0962,0.74005,0
1.0035,0.73284,1.0844,1.284,0.84468,1.0517,0
2.9654,1.5366,1.2709,1.0025,1.4388,0.91975,1
1.649,2.0084,1.2971,0.89509,0.89109,1.1869,1
1.1884,1.2793,1.0659,1.2621,1.3113,1.1803,0
0.98583,1.0594,1.2091,0.74116,0.64803,0.91405,0
1.3805,1.4928,1.1703,0.74825,0.63505,1.3268,0
0.62362,0.67807,1.2992,0.93019,1.0692,0.90382,0
1.2228,0.76573,0.63822,1.0916,1.1406,1.3441,0
0.57422,1.049,1.0893,1.0672,1.1327,0.76753,0
1.2763,1.1081,0.53104,1.2384,1.0231,1.0099,0
3.0731,2.8337,0.94941,1.5441,1.1697,0.78736,1
1.493,1.4565,1.1052,1.3536,1.0362,1.0097,1
1.3834,1.0028,1.1929,0.97091,1.2029,0.99208,0
0.84826,1.2529,0.93773,0.78027,0.89856,1.1623,0
0.80659,1.3724,1.0895,1.8025,1.1897,0.78547,1
1.0844,1.3172,0.91326,1.3075,1.0698,1.1403,0
1.2324,1.1088,1.3531,1.0871,1.165,0.78044,1
0.99803,0.72035,0.90986,0.90076,1.2364,0.6942,0
1.0034,0.70119,1.0846,0.83439,0.6892,0.6789,0
0.85382,0.81813,1.0332,0.86935,1.3515,0.94447,0
1.4735,1.167,1.6616,1.2207,0.88278,0.94812,1
1.0763,1.1531,0.65214,0.89883,0.79087,1.1682,0
1.4253,1.4104,1.1187,1.1988,0.91956,1.2202,1
3.4686,1.5428,2.1083,1.263,0.59584,1.4339,1
1.0085,1.1902,0.80376,1.1401,0.83798,1.1288,0
1.1219,0.87644,1.2024,0.85351,0.91211,0.8267,0
3.4177,0.97039,1.9101,1.374,0.9702,0.82421,1
1.1529,1.3159,1.2706,1.1729,0.90178,1.1556,0
1.4829,1.1441,1.1693,1.4445,0.80936,1.1615,1
1.8776,4.1197,0.92421,1.3159,1.5936,1.3828,1
0.98003,1.3059,0.89825,0.89987,0.95026,0.89191,0
1.6371,1.2443,1.3942,1.0135,1.354,1.3379,1
0.89474,1.226,0.70248,1.0625,0.81195,0.98314,0
1.1873,1.0639,1.1824,2.2073,1.1583,0.818,1
1.1308,1.2415,0.79368,0.94926,0.8082,1.1467,0
2.2828,1.4572,0.99163,1.2323,1.111,0.70878,1
0.8742,0.68248,1.1552,0.7695,1.0321,0.99523,0
1.0241,0.87625,0.75713,0.58382,0.8267,0.95639,0
2.4298,1.818,2.7607,0.87729,1.4241,1.0174,1
1.8172,1.0841,1.7799,1.5386,0.92147,1.0956,1
2.3526,2.086,1.6413,1.4215,1.0775,1.1806,1
1.0926,0.83861,0.96653,0.82764,0.88307,0.92467,0
9.1683,2.107,0.97802,1.1648,0.78363,1.1206,1
0.67082,1.3056,0.56513,0.85694,1.1199,0.71897,0
1.1022,1.221,0.72291,1.0777,1.0945,0.71493,0
1.1005,1.1707,1.2878,1.6617,1.1377,0.99826,1
0.67824,0.8472,0.7833,1.1326,0.83492,1.0896,0
