1.0878,1.1302,0.85756,0.72745,0.8982,0
0.68075,1.1179,0.79824,1.0829,1.2106,0
0.88313,0.84276,0.91619,0.98786,1.1619,0
0.66246,1.1811,1.2089,0.77262,0.89041,0
0.92569,0.6473,1.0777,0.82257,0.98464,0
0.67198,1.1573,1.2117,0.91622,1.1503,0
0.67943,1.185,0.99691,1.018,0.83786,0
1.6822,1.0608,1.1956,0.93467,1.1993,1
1.4284,1.2214,0.99005,1.196,1.321,0
1.0928,0.74572,0.73425,1.0973,1.2289,0
1.0041,0.84814,1.351,0.77634,1.1246,1
0.9726,0.74448,0.93203,0.74326,0.99494,0
2.4415,1.0874,1.2416,1.0999,1.115,1
1.2115,0.92588,1.1744,0.67112,0.73098,0
1.0467,1.1636,1.2387,1.0024,1.3391,0
1.0033,1.2011,1.117,1.1684,1.3407,0
1.8536,2.3797,1.5193,1.5736,0.7963,1
1.0732,0.95538,1.0818,0.85593,1.0542,0
1.2551,1.7678,1.3423,0.78688,1.3379,1
0.987,0.72724,1.2052,1.0438,1.0598,0
2.6623,1.3749,0.89125,1.1473,1.1253,1
1.0287,0.64252,1.1966,1.0874,1.1626,0
1.158,1.6426,1.1418,1.1034,1.1004,0
0.98683,0.69481,0.99336,0.89448,0.98909,0
0.92135,1.003,0.9774,1.0597,0.63148,0
1.345,1.2634,2.2218,1.2513,0.7971,1
1.1734,0.89343,0.87876,0.77213,0.98146,0
2.5536,1.309,1.9909,0.94586,1.061,1
1.4552,1.4048,1.0705,1.0168,1.3742,0
1.1214,1.2668,0.80602,0.93475,0.99853,0
1.0723,1.3381,1.0343,1.4313,1.1927,0
3.2308,1.4258,1.3986,1.057,1.1975,1
1.5486,1.59,0.91104,0.92982,0.95375,1
0.78834,0.92372,1.0093,0.90564,0.74829,0
1.3854,1.77,2.0602,0.96285,0.87074,1
1.3525,1.7159,1.5243,1.2435,0.83864,1
1.1055,0.99548,1.0957,1.1691,0.91054,0
0.99142,0.71293,1.0579,0.9001,1.1936,1
1.1636,0.69183,1.1337,1.0553,0.81724,0
1.6527,1.3166,1.3906,1.1679,1.3388,1
1.196,1.0187,1.0627,0.90301,0.62367,0
0.8006,1.0243,0.8975,0.6917,1.1078,0
2.7038,2.2131,1.2909,0.95901,1.2025,1
1.1831,0.78928,1.1432,0.63532,1.0805,0
1.9472,1.4656,1.4094,1.179,0.67959,1
1.501,0.89536,0.95039,1.0347,0.6356,0
1.7845,1.2343,0.79852,0.94155,0.88173,1
1.8718,2.0253,1.2398,1.0424,1.0547,1
1.0223,0.71204,1.267,0.88989,0.8845,0
1.6079,1.4594,1.0642,1.2731,1.0292,1
2.019,1.2482,1.4689,1.6447,1.0079,1
0.76179,0.79961,0.93142,0.9565,1.109,0
3.0953,1.1559,1.1782,1.1839,1.2505,1
0.72767,0.88644,0.82077,0.90308,1.1888,0
1.6747,1.1402,1.1299,0.70942,1.0873,1
1.1977,1.1572,1.1201,1.3139,0.80179,0
0.94405,0.91788,1.4699,1.2274,1.2701,0
1.3305,1.142,1.3801,0.86351,1.0386,0
1.0192,0.88554,1.0617,1.0865,0.94781,0
1.5604,0.73353,1.0936,0.9384,1.1807,1
2.0165,1.1483,1.4629,0.95739,1.3037,1
3.1523,0.95483,1.3792,1.3936,0.82105,1
1.1413,0.91892,0.93992,1.0928,0.90415,0
2.1508,0.94045,1.1545,0.98252,0.83836,1
0.98784,0.87566,0.84574,0.99326,1.2399,0
0.78275,1.1643,0.79202,0.86116,0.75898,0
1.14,1.0028,2.5121,1.2295,0.73966,1
3.7041,0.97848,2.0002,1.382,1.6197,1
1.7886,2.0743,1.1238,1.1239,0.98335,1
4.1076,1.1971,1.3032,1.3543,1.2139,1
1.0872,0.92688,1.069,1.3664,0.77631,0
1.3104,0.92646,1.5205,1.2345,0.93078,1
0.9868,1.5721,0.79176,0.97785,1.2838,0
1.1114,1.1046,0.88852,0.86099,0.7071,1
2.128,0.91767,1.0534,1.5997,1.139,1
4.3823,1.7548,0.90826,1.1326,1.3391,1
1.1761,1.0092,0.9148,0.8962,1.2386,0
0.98255,0.97845,0.64985,0.70135,1.3661,0
3.5854,1.613,2.2004,0.86943,0.86337,1
1.1401,0.79406,1.6297,1.2978,1.5573,0
3.363,1.0794,1.176,0.70181,1.3987,1
1.3833,0.90464,1.144,0.97999,0.7166,0
1.4252,1.6121,1.0101,1.1889,1.1683,1
0.94772,0.7923,1.1679,1.1235,0.84624,0
4.8992,1.7553,1.2673,1.1178,1.151,1
1.0534,1.2893,0.94414,1.2364,0.6779,0
0.89293,1.2424,1.3731,1.0032,0.80533,0
1.1158,0.89952,0.64468,0.80278,1.283,0
0.90252,0.78206,0.91284,0.97658,0.68312,0
1.8,1.3294,1.4066,1.4238,1.1338,1
1.3247,1.011,0.92007,0.93033,1.0223,0
1.31,0.73855,0.94487,0.9639,1.0856,0
3.4108,1.8221,1.3546,0.78907,1.1275,1
2.0803,1.1589,1.474,1.0992,1.1223,1
1.4111,0.86182,1.0534,1.0174,1.3098,0
1.8834,1.6857,1.5375,0.95481,1.229,1
0.90685,1.0748,1.112,1.1409,0.78843,0
0.93056,1.2217,0.95996,0.90276,1.1881,0
2.0464,1.0499,0.73099,1.3317,1.3071,1
1.2788,1.0622,1.1442,0.90824,0.69721,1
1.9736,0.65174,0.78499,0.84454,1.2039,1
1.2089,1.929,0.83289,1.3144,1.0085,1
1.4729,1.3758,0.88923,0.9281,1.3828,1
1.1136,0.94777,1.0027,0.86408,0.78631,0
1.8632,0.93058,1.8427,1.1036,0.81704,1
0.92043,0.99292,0.88215,0.84854,1.0066,0
1.15,2.739,3.275,1.1501,1.231,1
1.0724,1.1566,1.1758,0.59743,0.65318,0
1.6774,2.203,0.92045,1.2121,0.93677,1
1.2872,1.5516,1.2707,1.2697,1.0794,1
1.1873,0.91872,1.0039,1.1151,0.50932,0
0.8631,0.88013,0.68448,1.4065,0.70085,0
1.5196,1.7343,0.7998,0.8521,1.0257,1
1.3138,1.9579,1.3149,1.1082,1.4212,1
1.0456,0.87802,0.93529,1.2566,0.93914,0
0.98887,0.90307,1.6178,1.0514,0.73305,0
1.0923,0.93094,1.3518,1.3445,1.1951,0
0.82951,1.0053,1.2734,1.0333,1.4426,0
1.0756,1.4582,1.2114,1.0407,1.0133,1
0.95179,0.89787,0.7879,1.3368,1.0703,0
1.0242,1.1411,1.1884,0.72927,0.81644,0
