1.519,1.821,0.72833,1.2357,0.81924,1
1.8031,0.96735,1.0941,1.3692,1.2646,1
2.2218,2.0151,1.162,1.1381,1.3676,1
3.4296,2.3839,1.4133,1.2135,1.2868,1
1.7353,1.6206,0.95627,1.4534,1.1243,1
1.0578,0.89529,0.824,1.3546,1.2485,0
5.8166,0.74125,0.92581,0.8785,1.3647,1
1.6301,1.2649,0.92867,1.106,1.0152,1
2.008,0.92587,1.5011,1.5769,1.6191,1
1.5897,1.1429,1.1362,1.1093,1.1058,1
1.4501,1.4818,1.0369,1.1452,1.3979,1
1.2924,1.7909,1.3495,1.2828,1.4143,1
8.8193,1.9364,1.7472,0.9188,0.8864,1
1.1081,1.0891,0.56872,1.3234,1.0585,0
1.6508,0.99643,1.4825,1.1769,0.62464,1
1.718,1.5282,1.1044,1.2424,1.0814,1
2.7128,1.6107,1.0774,1.3338,1.0243,1
1.4306,0.72844,1.0724,1.1859,1.0445,0
0.97968,0.79985,1.0217,0.93813,1.0024,0
1.1587,0.94422,0.66219,1.1033,0.98524,0
1.0292,1.2556,1.0494,0.94265,0.86664,0
1.8936,1.5119,0.92911,1.4731,1.4514,1
3.4438,1.2703,1.4314,1.3679,0.86758,1
1.4621,0.87046,1.5234,0.95524,0.95273,0
1.8353,1.1673,1.0585,0.92428,1.3531,1
1.2144,0.7086,1.0929,1.1495,1.145,0
1.8045,1.4444,1.2007,1.0323,0.88027,1
1.2628,0.94165,1.104,1.1981,1.0267,0
1.0272,1.4202,1.1521,1.262,1.4672,1
1.5914,1.4785,1.2961,1.0937,1.0215,1
1.1463,1.0287,0.92874,0.9767,1.0382,0
1.6709,4.2851,1.3502,1.2184,1.2786,1
0.96874,1.1569,1.0774,0.90882,0.81769,0
0.9671,1.1853,0.98491,1.1255,0.91489,0
1.1591,1.7527,0.86362,1.1909,0.94127,1
0.6374,0.8599,1.1636,1.1344,0.81195,0
1.9998,1.08,1.3485,0.81057,1.0363,1
0.73521,0.88466,1.0448,0.80406,0.96125,0
1.0917,0.98747,1.0378,0.75182,0.83418,0
1.2298,1.4945,1.0044,1.408,0.97659,1
1.4745,0.75995,0.91,1.1624,1.6765,1
2.4409,1.0989,1.2536,1.4467,1.5068,1
1.1776,1.063,0.80284,0.90162,0.88935,0
0.81746,1.7244,0.61481,1.2712,0.8368,0
0.6345,0.84751,0.81581,0.8791,1.3971,0
1.2519,0.96836,1.147,0.8458,0.88985,0
3.5429,1.1155,1.6442,1.1679,1.2128,1
2.8122,1.7785,1.2271,1.3986,0.94104,1
0.98404,0.61833,1.1252,1.0348,0.85911,0
1.4092,2.2347,1.4441,0.94087,0.88778,1
1.2138,1.6516,1.6416,0.84317,1.0294,1
1.2341,1.0089,1.0249,1.0727,1.1382,0
0.68096,1.0987,0.84998,1.0424,1.0399,0
1.151,0.92219,0.88835,1.2374,1.0113,1
1.4223,1.0369,0.8474,0.81031,0.93252,0
3.4339,2.7754,1.3629,0.93955,1.0376,1
1.9594,1.3369,0.64578,0.9294,1.4337,1
1.3385,1.7007,1.0189,0.79846,0.7658,1
1.8516,2.1037,1.1491,1.1715,0.6364,1
1.16,1.0759,1.3949,0.59919,1.3733,1
1.0481,0.6513,0.95558,1.1155,1.1643,0
3.585,2.7589,1.6152,1.5309,1.2754,1
1.0896,1.3554,0.80368,1.1558,0.77301,0
0.78053,0.91852,1.4925,1.4563,1.0614,0
0.79382,0.75593,0.9763,1.0944,0.89488,0
0.97211,2.2155,1.0469,1.0534,0.9703,1
2.6901,1.6777,1.5165,1.0598,0.66826,1
1.0706,1.4658,1.1574,0.82221,0.65286,1
1.6827,3.697,1.2369,1.5829,2.0496,1
1.8263,1.5674,1.2557,1.2273,0.95912,1
1.3341,0.85532,0.67046,1.1886,1.1935,0
1.0223,1.0099,0.90481,0.93967,1.1418,0
1.1166,1.0239,1.2203,1.1439,1.177,1
1.1975,0.96561,0.97446,1.0293,1.0889,0
1.1448,0.63767,1.157,0.88098,1.0155,0
2.1753,1.3742,1.9298,1.1782,1.0011,1
1.8636,1.4418,1.2429,1.4743,1.2018,1
1.3888,2.4048,0.85347,1.0622,1.0858,1
0.90093,1.1972,0.92997,0.89661,0.93199,0
4.5888,2.2319,1.8478,1.0227,1.7709,1
3.5709,1.6269,1.1439,1.258,1.1244,1
1.2475,0.95533,0.86625,1.1543,1.0625,0
1.0795,0.83538,0.92474,0.8539,1.0733,0
1.3406,4.3827,1.0553,1.1065,1.1714,1
0.81664,0.88161,1.1946,1.1472,0.84522,0
0.75163,0.72662,0.91455,1.0469,0.99954,0
1.1723,1.0968,1.1014,1.1768,1.0882,0
